LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SWE,GDP,TOT,USD_CAP,A,2011,44608.6439,
SWE,GDP,TOT,USD_CAP,A,2012,45432.30693,
SWE,GDP,TOT,USD_CAP,A,2013,46312.29369,
SWE,GDP,TOT,USD_CAP,A,2014,47184.7194,
SWE,GDP,TOT,USD_CAP,A,2015,49116.23655,
SWE,GDP,TOT,USD_CAP,A,2016,50425.08065,
SWE,GDP,TOT,USD_CAP,A,2017,52739.00324,
SWE,GDP,TOT,USD_CAP,A,2018,53746.79897,
SWE,GDP,TOT,USD_CAP,A,2019,55855.53092,
OECD,GDP,TOT,USD_CAP,A,2005,29785.45311,
OECD,GDP,TOT,USD_CAP,A,2006,31766.74592,
OECD,GDP,TOT,USD_CAP,A,2007,33303.5163,
OECD,GDP,TOT,USD_CAP,A,2008,34154.88455,B
OECD,GDP,TOT,USD_CAP,A,2009,33251.17447,
OECD,GDP,TOT,USD_CAP,A,2010,34527.32722,B
OECD,GDP,TOT,USD_CAP,A,2011,35889.34102,
OECD,GDP,TOT,USD_CAP,A,2012,36850.0617,
OECD,GDP,TOT,USD_CAP,A,2013,38191.78149,
OECD,GDP,TOT,USD_CAP,A,2014,39332.18314,
OECD,GDP,TOT,USD_CAP,A,2015,40485.35725,
OECD,GDP,TOT,USD_CAP,A,2016,41879.92323,
OECD,GDP,TOT,USD_CAP,A,2017,43585.66765,P
OECD,GDP,TOT,USD_CAP,A,2018,45144.59571,E
OECD,GDP,TOT,USD_CAP,A,2019,46682.55817,E
